15.716357,50,MWr,
15.716359,46,MRd,
15.716365,54,MWr,
15.716367,54,MWr,
15.716368,54,MWr,
15.716369,54,MWr,
15.716370,54,MWr,
15.716372,54,MWr,
15.716373,110,Cpl,
15.716374,54,MWr,
15.716375,54,MWr,
15.716377,54,MWr,
15.716378,54,MWr,
15.716386,50,MWr,
15.716388,46,MRd,
15.716396,54,MWr,
15.716398,54,MWr,
15.716399,110,Cpl,
15.716406,50,MWr,
15.716408,46,MRd,
15.716432,110,Cpl,
15.716437,50,MWr,
15.716439,46,MRd,
15.716450,110,Cpl,
15.716456,50,MWr,
15.716457,46,MRd,
15.716469,110,Cpl,
15.716474,50,MWr,
15.716476,46,MRd,
15.716487,110,Cpl,
15.716492,50,MWr,
15.716494,46,MRd,
15.716505,110,Cpl,
15.716511,50,MWr,
15.716513,46,MRd,
15.716524,110,Cpl,
15.716529,50,MWr,
15.716531,46,MRd,
15.716542,110,Cpl,
15.716548,50,MWr,
15.716549,46,MRd,
15.716561,110,Cpl,
15.716566,50,MWr,
15.716568,46,MRd,
15.716579,110,Cpl,
15.716585,50,MWr,
15.716586,46,MRd,
15.716598,110,Cpl,
15.716603,50,MWr,
15.716605,46,MRd,
15.716616,110,Cpl,
15.716621,50,MWr,
15.716623,46,MRd,
15.716635,110,Cpl,
15.716640,50,MWr,
15.716642,46,MRd,
15.716654,110,Cpl,
15.716659,50,MWr,
15.716661,46,MRd,
15.716672,110,Cpl,
15.716678,50,MWr,
15.716680,46,MRd,
15.716691,110,Cpl,
15.716696,50,MWr,
15.716698,46,MRd,
15.716709,110,Cpl,
15.716715,50,MWr,
15.716716,46,MRd,
15.716728,110,Cpl,
15.716733,50,MWr,
15.716735,46,MRd,
15.716746,110,Cpl,
15.716751,50,MWr,
15.716753,46,MRd,
15.716765,110,Cpl,
15.716770,50,MWr,
15.716772,46,MRd,
15.716783,110,Cpl,
15.716788,50,MWr,
15.716790,46,MRd,
15.716802,110,Cpl,
15.716807,50,MWr,
15.716809,46,MRd,
15.716820,110,Cpl,
15.716825,50,MWr,
15.716827,46,MRd,
15.716838,110,Cpl,
15.716844,50,MWr,
15.716845,46,MRd,
15.716857,110,Cpl,
15.716862,50,MWr,
15.716864,46,MRd,
15.716875,110,Cpl,
15.716881,50,MWr,
15.716882,46,MRd,
15.716894,110,Cpl,
15.716899,50,MWr,
15.716901,46,MRd,
15.716912,110,Cpl,
15.716917,50,MWr,
15.716919,46,MRd,
15.716930,110,Cpl,
15.716936,50,MWr,
15.716938,46,MRd,
15.716949,110,Cpl,
15.716954,50,MWr,
15.716956,46,MRd,
15.716969,110,Cpl,
15.716974,50,MWr,
15.716976,46,MRd,
15.716987,110,Cpl,
15.716992,50,MWr,
15.716994,46,MRd,
15.717005,110,Cpl,
15.717011,50,MWr,
15.717013,46,MRd,
15.717024,110,Cpl,
15.717032,50,MWr,
15.717034,46,MRd,
15.717045,110,Cpl,
15.717051,50,MWr,
15.717053,46,MRd,
15.717064,110,Cpl,
15.717069,50,MWr,
15.717071,46,MRd,
15.717082,110,Cpl,
15.717087,50,MWr,
15.717089,46,MRd,
15.717100,110,Cpl,
15.717106,50,MWr,
15.717108,46,MRd,
15.717119,110,Cpl,
15.717124,50,MWr,
15.717126,46,MRd,
15.717137,110,Cpl,
15.717143,50,MWr,
15.717144,46,MRd,
15.717156,110,Cpl,
15.717161,50,MWr,
15.717163,46,MRd,
15.717174,110,Cpl,
15.717180,50,MWr,
15.717181,46,MRd,
15.717193,110,Cpl,
15.717198,50,MWr,
15.717200,46,MRd,
15.717211,110,Cpl,
15.717216,50,MWr,
15.717218,46,MRd,
15.717230,110,Cpl,
15.717235,50,MWr,
15.717238,46,MRd,
15.717249,110,Cpl,
15.717254,50,MWr,
15.717256,46,MRd,
15.717267,110,Cpl,
15.717273,50,MWr,
15.717275,46,MRd,
15.717286,110,Cpl,
15.717291,50,MWr,
15.717293,46,MRd,
15.717304,110,Cpl,
15.717309,50,MWr,
15.717311,46,MRd,
15.717323,110,Cpl,
15.717328,50,MWr,
15.717330,46,MRd,
15.717341,110,Cpl,
15.717346,50,MWr,
15.717348,46,MRd,
15.717360,110,Cpl,
15.717365,50,MWr,
15.717367,46,MRd,
15.717378,110,Cpl,
15.717383,50,MWr,
15.717385,46,MRd,
15.717396,110,Cpl,
15.717402,50,MWr,
15.717403,46,MRd,
15.717415,110,Cpl,
15.717420,50,MWr,
15.717422,46,MRd,
15.717433,110,Cpl,
15.717438,50,MWr,
15.717440,46,MRd,
15.717452,110,Cpl,
15.717457,50,MWr,
15.717459,46,MRd,
15.717470,110,Cpl,
15.717475,50,MWr,
15.717477,46,MRd,
15.717489,110,Cpl,
15.717494,50,MWr,
15.717496,46,MRd,
15.717507,110,Cpl,
15.717512,50,MWr,
15.717514,46,MRd,
15.717525,110,Cpl,
15.717531,50,MWr,
15.717532,46,MRd,
15.717544,110,Cpl,
15.717549,50,MWr,
15.717551,46,MRd,
15.717562,110,Cpl,
15.717568,50,MWr,
15.717570,46,MRd,
15.717581,110,Cpl,
15.717586,50,MWr,
15.717588,46,MRd,
15.717599,110,Cpl,
15.717604,50,MWr,
15.717606,46,MRd,
15.717618,110,Cpl,
15.717623,50,MWr,
15.717625,46,MRd,
15.717636,110,Cpl,
15.717641,50,MWr,
15.717643,46,MRd,
15.717655,110,Cpl,
15.717660,50,MWr,
15.717662,46,MRd,
15.717673,110,Cpl,
15.717678,50,MWr,
15.717680,46,MRd,
15.717691,110,Cpl,
15.717697,50,MWr,
15.717699,46,MRd,
15.717710,110,Cpl,
15.717715,50,MWr,
15.717717,46,MRd,
15.717728,110,Cpl,
15.717734,50,MWr,
15.717735,46,MRd,
15.717747,110,Cpl,
15.717752,50,MWr,
15.717754,46,MRd,
15.717765,110,Cpl,
15.717770,50,MWr,
15.717772,46,MRd,
15.717784,110,Cpl,
15.717789,50,MWr,
15.717791,46,MRd,
15.717802,110,Cpl,
15.717807,50,MWr,
15.717809,46,MRd,
15.717820,110,Cpl,
15.717826,50,MWr,
