15.715715,54,MWr,
15.715722,54,MWr,
15.715724,54,MWr,
15.715725,54,MWr,
15.715726,54,MWr,
15.715727,54,MWr,
15.715734,54,MWr,
15.715735,54,MWr,
15.715736,54,MWr,
15.715737,54,MWr,
15.715744,54,MWr,
15.715745,54,MWr,
15.715747,46,MRd,
15.715756,54,MWr,
15.715758,54,MWr,
15.715759,54,MWr,
15.715760,54,MWr,
15.715761,110,Cpl,
15.715763,54,MWr,
15.715764,54,MWr,
15.715765,54,MWr,
15.715766,54,MWr,
15.715769,50,MWr,
15.715772,54,MWr,
15.715773,46,MRd,
15.715774,54,MWr,
15.715787,54,MWr,
15.715789,54,MWr,
15.715790,110,Cpl,
15.715792,54,MWr,
15.715793,54,MWr,
15.715794,54,MWr,
15.715795,54,MWr,
15.715796,54,MWr,
15.715798,54,MWr,
15.715804,54,MWr,
15.715807,54,MWr,
15.715808,54,MWr,
15.715808,50,MWr,
15.715809,54,MWr,
15.715810,46,MRd,
15.715819,54,MWr,
15.715821,54,MWr,
15.715822,110,Cpl,
15.715823,54,MWr,
15.715825,54,MWr,
15.715833,50,MWr,
15.715835,46,MRd,
15.715835,54,MWr,
15.715837,54,MWr,
15.715838,54,MWr,
15.715839,54,MWr,
15.715840,54,MWr,
15.715841,54,MWr,
15.715842,110,Cpl,
15.715850,50,MWr,
15.715852,46,MRd,
15.715853,54,MWr,
15.715855,54,MWr,
15.715856,54,MWr,
15.715858,54,MWr,
15.715874,110,Cpl,
15.715875,54,MWr,
15.715877,54,MWr,
15.715879,54,MWr,
15.715879,50,MWr,
15.715880,54,MWr,
15.715881,54,MWr,
15.715881,46,MRd,
15.715882,54,MWr,
15.715883,54,MWr,
15.715884,54,MWr,
15.715896,54,MWr,
15.715898,54,MWr,
15.715899,110,Cpl,
15.715900,54,MWr,
15.715901,54,MWr,
15.715902,54,MWr,
15.715903,54,MWr,
15.715904,50,MWr,
15.715904,54,MWr,
15.715905,54,MWr,
15.715906,46,MRd,
15.715921,54,MWr,
15.715923,54,MWr,
15.715924,110,Cpl,
15.715926,54,MWr,
15.715927,54,MWr,
15.715928,54,MWr,
15.715929,54,MWr,
15.715930,54,MWr,
15.715931,54,MWr,
15.715940,50,MWr,
15.715943,46,MRd,
15.715947,54,MWr,
15.715949,54,MWr,
15.715951,54,MWr,
15.715952,54,MWr,
15.715953,54,MWr,
15.715954,54,MWr,
15.715955,110,Cpl,
15.715957,54,MWr,
15.715958,54,MWr,
15.715966,50,MWr,
15.715968,46,MRd,
15.715976,54,MWr,
15.715978,54,MWr,
15.715979,54,MWr,
15.715980,54,MWr,
15.715981,54,MWr,
15.715982,54,MWr,
15.715983,110,Cpl,
15.715985,54,MWr,
15.715986,54,MWr,
15.715994,50,MWr,
15.715996,46,MRd,
15.716007,110,Cpl,
15.716012,50,MWr,
15.716014,46,MRd,
15.716040,110,Cpl,
15.716041,54,MWr,
15.716043,54,MWr,
15.716044,54,MWr,
15.716045,50,MWr,
15.716045,54,MWr,
15.716047,54,MWr,
15.716047,46,MRd,
15.716048,54,MWr,
15.716058,110,Cpl,
15.716064,50,MWr,
15.716065,46,MRd,
15.716076,54,MWr,
15.716078,54,MWr,
15.716079,54,MWr,
15.716081,54,MWr,
15.716082,110,Cpl,
15.716083,54,MWr,
15.716084,54,MWr,
15.716086,54,MWr,
15.716087,54,MWr,
15.716088,54,MWr,
15.716089,54,MWr,
15.716095,54,MWr,
15.716097,54,MWr,
15.716098,50,MWr,
15.716100,46,MRd,
15.716113,54,MWr,
15.716115,54,MWr,
15.716116,54,MWr,
15.716117,54,MWr,
15.716119,110,Cpl,
15.716120,54,MWr,
15.716121,54,MWr,
15.716123,54,MWr,
15.716124,54,MWr,
15.716125,54,MWr,
15.716126,54,MWr,
15.716132,54,MWr,
15.716134,54,MWr,
15.716135,50,MWr,
15.716138,46,MRd,
15.716146,54,MWr,
15.716148,54,MWr,
15.716149,54,MWr,
15.716151,54,MWr,
15.716152,110,Cpl,
15.716153,54,MWr,
15.716154,54,MWr,
15.716155,54,MWr,
15.716157,54,MWr,
15.716162,54,MWr,
15.716164,54,MWr,
15.716166,50,MWr,
15.716167,46,MRd,
15.716177,54,MWr,
15.716179,54,MWr,
15.716180,54,MWr,
15.716181,54,MWr,
15.716182,110,Cpl,
15.716184,54,MWr,
15.716185,54,MWr,
15.716186,54,MWr,
15.716187,54,MWr,
15.716193,54,MWr,
15.716195,54,MWr,
15.716196,50,MWr,
15.716196,54,MWr,
15.716198,54,MWr,
15.716198,46,MRd,
15.716208,54,MWr,
15.716210,54,MWr,
15.716211,110,Cpl,
15.716212,54,MWr,
15.716213,54,MWr,
15.716215,54,MWr,
15.716216,54,MWr,
15.716224,50,MWr,
15.716224,54,MWr,
15.716226,46,MRd,
15.716226,54,MWr,
15.716227,54,MWr,
15.716228,54,MWr,
15.716242,110,Cpl,
15.716244,54,MWr,
15.716246,54,MWr,
15.716247,54,MWr,
15.716248,50,MWr,
15.716248,54,MWr,
15.716249,54,MWr,
15.716250,46,MRd,
15.716250,54,MWr,
15.716251,54,MWr,
15.716252,54,MWr,
15.716263,110,Cpl,
15.716265,54,MWr,
15.716266,54,MWr,
15.716267,54,MWr,
15.716268,54,MWr,
15.716268,50,MWr,
15.716270,46,MRd,
15.716285,54,MWr,
15.716287,54,MWr,
15.716289,54,MWr,
15.716290,54,MWr,
15.716291,110,Cpl,
15.716292,54,MWr,
15.716293,54,MWr,
15.716294,54,MWr,
15.716296,54,MWr,
15.716297,54,MWr,
15.716298,54,MWr,
15.716307,50,MWr,
15.716309,46,MRd,
15.716310,54,MWr,
15.716312,54,MWr,
15.716313,54,MWr,
15.716314,54,MWr,
15.716315,54,MWr,
15.716316,54,MWr,
15.716317,110,Cpl,
15.716325,50,MWr,
15.716327,46,MRd,
15.716337,54,MWr,
15.716338,54,MWr,
15.716339,54,MWr,
15.716341,54,MWr,
15.716342,54,MWr,
15.716343,54,MWr,
15.716344,110,Cpl,
15.716345,54,MWr,
15.716346,54,MWr,
15.716347,54,MWr,
15.716349,54,MWr,
