45.309853,54,MWr,2, 
45.309859,54,MWr,2, 
45.309860,54,MWr,2, 
45.309861,54,MWr,2, 
45.309862,54,MWr,2, 
45.309863,54,MWr,2, 
45.309865,54,MWr,2, 
45.309865,54,MWr,2, 
45.309872,54,MWr,2, 
45.309879,46,MRd,4, 
45.309883,54,MWr,2, 
45.309884,54,MWr,2, 
45.309936,62,Cpl,4, 
45.309941,54,MWr,2, 
45.309942,54,MWr,2, 
45.309943,54,MWr,2, 
45.309944,54,MWr,2, 
45.309945,54,MWr,2, 
45.309946,54,MWr,2, 
45.309947,54,MWr,2, 
45.309948,54,MWr,2, 
45.309949,54,MWr,2, 
45.309950,54,MWr,2, 
45.309951,54,MWr,2, 
45.309958,54,MWr,2, 
45.309963,46,MRd,16,
45.309975,54,MWr,2, 
45.309978,54,MWr,2, 
45.309979,110,Cpl,16,
45.309981,54,MWr,2, 
45.309982,54,MWr,2, 
45.309987,54,MWr,2, 
45.309992,50,MWr,1, 
45.309997,46,MRd,4, 
45.310006,54,MWr,2, 
45.310009,54,MWr,2, 
45.310010,54,MWr,2, 
45.310011,62,Cpl,4, 
45.310012,54,MWr,2, 
45.310019,46,MRd,16,
45.310020,54,MWr,2, 
45.310021,54,MWr,2, 
45.310071,110,Cpl,16,
45.310076,54,MWr,2, 
45.310077,54,MWr,2, 
45.310079,54,MWr,2, 
45.310080,54,MWr,2, 
45.310081,54,MWr,2, 
45.310082,54,MWr,2, 
45.310083,54,MWr,2, 
45.310084,54,MWr,2, 
45.310085,54,MWr,2, 
45.310086,54,MWr,2, 
45.310093,54,MWr,2, 
45.310100,50,MWr,1, 
45.310105,46,MRd,4, 
45.310106,54,MWr,2, 
45.310108,54,MWr,2, 
45.310109,54,MWr,2, 
45.310122,62,Cpl,4, 
45.310125,54,MWr,2, 
45.310126,54,MWr,2, 
45.310127,54,MWr,2, 
45.310134,54,MWr,2, 
45.310136,46,MRd,16,
45.310182,54,MWr,2, 
45.310186,110,Cpl,16,
45.310188,54,MWr,2, 
45.310189,54,MWr,2, 
45.310190,54,MWr,2, 
45.310191,54,MWr,2, 
45.310192,54,MWr,2, 
45.310193,54,MWr,2, 
45.310194,54,MWr,2, 
45.310195,54,MWr,2, 
45.310196,54,MWr,2, 
45.310203,54,MWr,2, 
45.310209,50,MWr,1, 
45.310214,46,MRd,4, 
45.310218,54,MWr,2, 
45.310219,54,MWr,2, 
45.310220,54,MWr,2, 
45.310221,62,Cpl,4, 
45.310226,46,MRd,16,
45.310230,54,MWr,2, 
45.310231,54,MWr,2, 
45.310244,110,Cpl,16,
45.310245,54,MWr,2, 
45.310247,54,MWr,2, 
45.310252,50,MWr,1, 
45.310256,54,MWr,2, 
45.310258,46,MRd,4, 
45.310270,62,Cpl,4, 
45.310276,46,MRd,16,
45.310283,54,MWr,2, 
45.310284,110,Cpl,16,
45.310286,54,MWr,2, 
45.310291,50,MWr,1, 
45.310295,54,MWr,2, 
45.310296,54,MWr,2, 
45.310298,46,MRd,4, 
45.310309,54,MWr,2, 
45.310311,62,Cpl,4, 
45.310312,54,MWr,2, 
45.310317,46,MRd,16,
45.310322,54,MWr,2, 
45.310323,54,MWr,2, 
45.310325,110,Cpl,16,
45.310327,54,MWr,2, 
45.310333,50,MWr,1, 
45.310334,54,MWr,2, 
45.310338,46,MRd,4, 
45.310348,54,MWr,2, 
45.310350,54,MWr,2, 
45.310351,62,Cpl,4, 
45.310352,54,MWr,2, 
45.310357,46,MRd,16,
45.310361,54,MWr,2, 
45.310375,54,MWr,2, 
45.310376,110,Cpl,16,
45.310377,54,MWr,2, 
45.310379,54,MWr,2, 
45.310384,50,MWr,1, 
45.310387,54,MWr,2, 
45.310389,54,MWr,2, 
45.310391,46,MRd,4, 
45.310402,54,MWr,2, 
45.310403,62,Cpl,4, 
45.310404,54,MWr,2, 
45.310405,54,MWr,2, 
45.310410,46,MRd,16,
45.310414,54,MWr,2, 
45.310428,54,MWr,2, 
45.310429,110,Cpl,16,
45.310431,54,MWr,2, 
45.310432,54,MWr,2, 
45.310437,50,MWr,1, 
45.310440,54,MWr,2, 
45.310443,46,MRd,4, 
45.310455,54,MWr,2, 
45.310456,54,MWr,2, 
45.310457,62,Cpl,4, 
45.310462,46,MRd,16,
45.310474,110,Cpl,16,
45.310480,50,MWr,1, 
45.310484,46,MRd,4, 
45.310495,62,Cpl,4, 
45.310500,46,MRd,16,
45.310512,110,Cpl,16,
45.310518,50,MWr,1, 
45.310522,46,MRd,4, 
45.310534,62,Cpl,4, 
45.310539,46,MRd,16,
45.310551,110,Cpl,16,
45.310557,50,MWr,1, 
45.310560,46,MRd,4, 
45.310573,62,Cpl,4, 
45.310578,46,MRd,16,
45.310590,110,Cpl,16,
45.310596,50,MWr,1, 
45.310600,46,MRd,4, 
45.310611,62,Cpl,4, 
45.310617,46,MRd,16,
45.310629,110,Cpl,16,
45.310635,50,MWr,1, 
45.310639,46,MRd,4, 
45.310650,62,Cpl,4, 
45.310656,46,MRd,16,
45.310668,110,Cpl,16,
45.310674,50,MWr,1, 
45.310677,46,MRd,4, 
45.310688,62,Cpl,4, 
45.310694,46,MRd,16,
45.310706,110,Cpl,16,
45.310712,50,MWr,1, 
45.310715,46,MRd,4, 
45.310726,62,Cpl,4, 
45.310732,46,MRd,16,
45.310744,110,Cpl,16,
45.310750,50,MWr,1, 
45.310753,46,MRd,4, 
45.310765,62,Cpl,4, 
45.310771,46,MRd,16,
45.310782,110,Cpl,16,
45.310789,50,MWr,1, 
45.310792,46,MRd,4, 
45.310803,62,Cpl,4, 
45.310809,46,MRd,16,
45.310820,110,Cpl,16,
45.310827,50,MWr,1, 
45.310830,46,MRd,4, 
45.310841,62,Cpl,4, 
45.310847,46,MRd,16,
45.310858,110,Cpl,16,
45.310864,50,MWr,1, 
45.310868,46,MRd,4, 
45.310879,62,Cpl,4, 
45.310884,46,MRd,16,
45.310896,110,Cpl,16,
45.310902,50,MWr,1, 
45.310906,46,MRd,4, 
45.310917,62,Cpl,4, 
45.310922,46,MRd,16,
45.310934,110,Cpl,16,
45.310940,50,MWr,1, 
45.310944,46,MRd,4, 
45.310956,62,Cpl,4, 
45.310961,46,MRd,16,
45.310973,110,Cpl,16,
45.310979,50,MWr,1, 
45.310983,46,MRd,4, 
45.310994,62,Cpl,4, 
45.311000,46,MRd,16,
45.311012,110,Cpl,16,
45.311018,50,MWr,1, 
45.311021,46,MRd,4, 
45.311034,62,Cpl,4, 
45.311040,46,MRd,16,
45.311052,110,Cpl,16,
45.311058,50,MWr,1, 
45.311061,46,MRd,4, 
45.311073,62,Cpl,4, 
45.311079,46,MRd,16,
45.311091,110,Cpl,16,
45.311097,50,MWr,1, 
45.311100,46,MRd,4, 
45.311112,62,Cpl,4, 
45.311118,46,MRd,16,
45.311130,110,Cpl,16,
45.311136,50,MWr,1, 
45.311139,46,MRd,4, 
45.311151,62,Cpl,4, 
45.311157,46,MRd,16,
45.311169,110,Cpl,16,
45.311175,50,MWr,1, 
45.311178,46,MRd,4, 
45.311190,62,Cpl,4, 
45.311196,46,MRd,16,
45.311208,110,Cpl,16,
45.311214,50,MWr,1, 
45.311217,46,MRd,4, 
45.311229,62,Cpl,4, 
45.311235,46,MRd,16,
45.311246,110,Cpl,16,
45.311252,50,MWr,1, 
45.311256,46,MRd,4, 
45.311267,62,Cpl,4, 
45.311273,46,MRd,16,
45.311284,110,Cpl,16,
45.311290,50,MWr,1, 
45.311294,46,MRd,4, 
45.311305,62,Cpl,4, 
45.311310,46,MRd,16,
45.311322,110,Cpl,16,
45.311328,50,MWr,1, 
45.311332,46,MRd,4, 
45.311343,62,Cpl,4, 
45.311348,46,MRd,16,
45.311360,110,Cpl,16,
45.311366,50,MWr,1, 
45.311370,46,MRd,4, 
45.311382,62,Cpl,4, 
45.311387,46,MRd,16,
45.311399,110,Cpl,16,
45.311405,50,MWr,1, 
45.311409,46,MRd,4, 
45.311421,62,Cpl,4, 
45.311426,46,MRd,16,
45.311438,110,Cpl,16,
45.311444,50,MWr,1, 
45.311447,46,MRd,4, 
45.311459,62,Cpl,4, 
45.311465,46,MRd,16,
45.311477,110,Cpl,16,
45.311483,50,MWr,1, 
45.311486,46,MRd,4, 
45.311498,62,Cpl,4, 
45.311504,46,MRd,16,
45.311516,110,Cpl,16,
45.311522,50,MWr,1, 
45.311525,46,MRd,4, 
45.311536,62,Cpl,4, 
45.311542,46,MRd,16,
45.311554,110,Cpl,16,
45.311560,50,MWr,1, 
45.311563,46,MRd,4, 
45.311575,62,Cpl,4, 
45.311581,46,MRd,16,
45.311593,110,Cpl,16,
45.311599,50,MWr,1, 
45.311602,46,MRd,4, 
45.311614,62,Cpl,4, 
45.311620,46,MRd,16,
45.311632,110,Cpl,16,
45.311638,50,MWr,1, 
45.311641,46,MRd,4, 
45.311653,62,Cpl,4, 
45.311658,46,MRd,16,
45.311670,110,Cpl,16,
45.311676,50,MWr,1, 
45.311680,46,MRd,4, 
45.311692,62,Cpl,4, 
45.311698,46,MRd,16,
45.311709,110,Cpl,16,
45.311715,50,MWr,1, 
45.311719,46,MRd,4, 
45.311731,62,Cpl,4, 
45.311736,46,MRd,16,
45.311748,110,Cpl,16,
45.311754,50,MWr,1, 
45.311758,46,MRd,4, 
45.311769,62,Cpl,4, 
45.311774,46,MRd,16,
45.311786,110,Cpl,16,
45.311792,50,MWr,1, 
45.311796,46,MRd,4, 
45.311808,62,Cpl,4, 
45.311813,46,MRd,16,
45.311825,110,Cpl,16,
45.311831,50,MWr,1, 
45.311835,46,MRd,4, 
45.311846,62,Cpl,4, 
45.311852,46,MRd,16,
45.311864,110,Cpl,16,
45.311870,50,MWr,1, 
45.311873,46,MRd,4, 
45.311884,62,Cpl,4, 
45.311890,46,MRd,16,
45.311902,110,Cpl,16,
45.311908,50,MWr,1, 
45.311911,46,MRd,4, 
45.311922,62,Cpl,4, 
45.311928,46,MRd,16,
45.311940,110,Cpl,16,
45.311946,50,MWr,1, 
45.311949,46,MRd,4, 
45.311960,62,Cpl,4, 
45.311966,46,MRd,16,
45.311977,110,Cpl,16,
45.311984,50,MWr,1, 
45.311987,46,MRd,4, 
45.311999,62,Cpl,4, 
45.312007,46,MRd,16,
45.312020,110,Cpl,16,
45.312026,50,MWr,1, 
45.312030,46,MRd,4, 
45.312041,62,Cpl,4, 
45.312047,46,MRd,16,
45.312058,110,Cpl,16,
45.312065,50,MWr,1, 
45.312068,46,MRd,4, 
45.312080,62,Cpl,4, 
45.312086,46,MRd,16,
45.312097,110,Cpl,16,
45.312103,50,MWr,1, 
45.312107,46,MRd,4, 
45.312118,62,Cpl,4, 
45.312123,46,MRd,16,
45.312135,110,Cpl,16,
45.312141,50,MWr,1, 
45.312145,46,MRd,4, 
45.312156,62,Cpl,4, 
45.312161,46,MRd,16,
45.312173,110,Cpl,16,
45.312179,50,MWr,1, 
45.312183,46,MRd,4, 
45.312194,62,Cpl,4, 
45.312199,46,MRd,16,
45.312211,110,Cpl,16,
45.312217,50,MWr,1, 
45.312221,46,MRd,4, 
45.312233,62,Cpl,4, 
45.312238,46,MRd,16,
45.312250,110,Cpl,16,
45.312256,50,MWr,1, 
45.312259,46,MRd,4, 
45.312272,62,Cpl,4, 
45.312278,46,MRd,16,
45.312290,110,Cpl,16,
45.312296,50,MWr,1, 
45.312299,46,MRd,4, 
45.312310,62,Cpl,4, 
45.312316,46,MRd,16,
45.312328,110,Cpl,16,
45.312334,50,MWr,1, 
45.312337,46,MRd,4, 
45.312349,62,Cpl,4, 
45.312355,46,MRd,16,
45.312367,110,Cpl,16,
45.312373,50,MWr,1, 
45.312376,46,MRd,4, 
45.312387,62,Cpl,4, 
45.312393,46,MRd,16,
45.312405,110,Cpl,16,
45.312411,50,MWr,1, 
45.312414,46,MRd,4, 
45.312425,62,Cpl,4, 
45.312431,46,MRd,16,
45.312442,110,Cpl,16,
45.312449,50,MWr,1, 
45.312452,46,MRd,4, 
45.312464,62,Cpl,4, 
